,Name,Age,Club,League,Tier,Forwards,Midfielders,Center Backs,Att Mid / Wingers,Fullbacks,MF,FW,DF,FB,DM,AM,CB,CM,WM,left,right,Position,Detailed,Side,Per 90 Minutes_npxG+xAG,Standard_SoT/90,Standard_Dist,Expected_np:G-xG,Long_Cmp,Expected_xA,Expected_A-xAG,CrsPA,PrgP,SCA_SCA90,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Blocks_Pass,Blocks_Sh,Int,Clr,Touches_Att 3rd,Touches_Att Pen,Take-Ons_Succ,Carries_PrgDist,Carries_PrgC,Carries_CPA,Receiving_PrgR,Performance_Fld,Performance_PKwon,Performance_Recov,Aerial Duels_Won,PK_Accuracy,Goals/npxG,Shot_Accuracy,Goals/SoT,Expected:A-xAG,Long_pass_acc,Overall_pass_acc,Aerial_acc,Take-On-Eff,Set-Piece-Eff,PrgP%,Through-Ball%,Switches%,Long-Ball%,Skill_Passes,Attacking_Passes,Attacking_Carries,Tackle_acc,Challenges_acc,PrgC%,Avg-Carry-Prog-Dist,Avg-Pass-Prog-Dist,Defensive-actions,On-the-ball-vertical-position,Off-the-ball-vertical-position,Carries-Succes%
2597,Tommy Doyle,22,Wolverhampton Wanderers,Premier League,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,MF,CM,,56.28122769450392,99.17886469118173,83.9578028373954,28.791681606310505,91.78917174614557,78.91717461455718,78.73789888849049,74.39942631767659,85.048404446038,26.2459662961635,42.34492649695231,45.858730727859445,27.465041233416997,10.290426676228039,71.85714285714285,61.993546073861594,65.79419146647544,72.78594478307637,69.05700968088921,79.20401577626389,73.03693079956975,70.96428571428571,59.842237361061315,73.18035138042309,37.43277160272499,38.615991394765146,64.61097167443528,47.00609537468627,43.42058085335246,36.321262101111515,45.32142857142858,26.396848137535816,83.39906776622445,16.242380781642165,34.540117416829744,39.435109045405795,1.361031518624642,7.579022988505748,81.33476088508208,53.97398843930635,59.17414721723519,38.73646209386282,47.14649218466012,87.17762440973483,66.46319569120287,57.52244165170557,87.82764811490125,95.61938958707361,93.11581211903909,86.62603083542488,50.77088562208677,59.02877697841726,49.20347574221579,25.771715721464467,18.23402727925341,65.9245960502693,63.57117246324847,39.57660566917833,52.46198406951484,74.40775305096913
2598,Tommy St. Jago,24,Willem II,Eredivisie,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,DF,CB,,2.0342612419700217,3.4987504462691894,81.3750454710804,12.72857655073503,93.76120473287916,10.684833273574759,27.17820007171029,35.13804230907135,76.51487988526353,1.4342058085335245,61.09716744352814,4.517748296880603,42.95446396557906,10.290426676228039,75.25,92.25528863391897,66.61885980638222,2.6712083183936897,84.22373610613123,65.29221943348871,97.31086410899964,72.28571428571429,90.96450340623879,6.059519541054141,26.927214055216925,54.67909645034062,88.81319469343852,38.40086052348512,3.60344209394048,10.577267837934743,17.17857142857143,26.396848137535816,89.85299390462531,92.82897095733237,,56.381837683232035,89.04011461318052,72.01867816091954,56.74518201284796,83.8150289017341,92.56732495511669,88.48375451263539,97.27371864776445,64.69306211405738,9.874326750448834,6.840215439856373,48.8689407540395,74.90125673249551,29.078522768017212,54.10541412692721,14.162782359268554,19.568345323741006,85.19188993482983,12.562814070351758,67.87508973438622,86.53500897666068,88.9924704195052,2.547542160028705,2.1361332367849384,92.82124910265614
2599,Tomás Araújo,22,Benfica,Primeira Liga,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,DF,CB,right,24.73233404710921,43.948589789360945,50.200072753728634,62.92577984940839,91.68160631050556,42.09394048045895,89.02832556471853,25.06274650412334,82.35926855503764,28.43313015417712,31.086410899964147,75.5467909645034,6.722839727500897,90.06812477590535,88.42857142857142,88.0602366439584,45.71531014700609,76.55073503047687,83.36321262101112,63.284331301541776,84.08031552527788,89.53571428571429,88.2395123700251,17.246324847615632,44.28110433847257,51.2728576550735,90.06812477590535,54.177124417353895,16.816063105055576,18.178558623162424,12.285714285714286,26.396848137535816,81.78558623162424,85.87307278594479,,27.85126921701823,34.742120343839545,18.354885057471265,80.65667380442541,86.63294797687861,93.03411131059246,90.93862815884476,68.55688840421665,48.565201598256444,34.32675044883303,78.491921005386,69.83842010771993,72.45960502692998,50.91430620294012,84.15202581570456,34.20580853352456,84.42446043165468,89.97103548153513,24.04881550610194,91.38549892318737,97.16337522441651,82.9688060236644,11.912450663796196,15.821868211440984,91.31371141421393
2600,Tomás Händel,23,Vitória Guimarães,Primeira Liga,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,MF,CM,,27.301927194860813,33.91645840771153,64.24154237904692,71.45930441018287,71.28002868411617,39.01039799211187,47.07780566511294,42.9903191107924,84.08031552527788,49.30082466833991,25.887414844030122,25.421297956256723,44.74722122624596,95.12370025098602,79.28571428571428,62.67479383291502,76.22803872355684,58.910003585514524,78.12836141986375,58.44388669774112,45.46432413051273,83.82142857142857,41.018286124058804,47.328791681606305,24.991036213696667,57.224811760487626,65.61491574040875,60.73861599139476,38.07816421656508,30.010756543564,72.75,26.396848137535816,80.74578702043743,53.02975977052707,,35.073292813729,81.84097421203438,44.396551724137936,88.97216274089935,79.15462427745665,82.72890484739676,83.17689530685921,76.00872410032716,74.90010897203051,81.32854578096948,44.09335727109515,74.8294434470377,40.0,71.2083183936895,79.88526353531732,46.181427034779496,79.06474820143885,66.4011585807386,43.144292893036614,49.17444364680546,51.0592459605027,55.39619935460739,36.56261212773592,48.98624185372918,67.98277099784637
2601,Tomás Ribeiro,25,Vitória Guimarães,Primeira Liga,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,DF,CB,left,13.882940756602427,20.38557657979293,31.720625682066206,30.046611688777343,83.29150233058445,5.772678379347437,49.372534958766586,25.026891358910003,52.31265686626031,11.366081032628182,20.29401219074937,41.4844030118322,24.45320903549659,29.508784510577268,34.39285714285714,59.41197561850126,44.10182861240588,25.99498027967013,58.157045536034424,43.77913230548584,86.48261025457154,75.67857142857143,85.29939046253138,12.513445679455002,28.935102187163857,6.489781283614199,37.43277160272499,9.107206884187882,19.361778415202583,13.230548583721763,35.285714285714285,66.08166189111748,43.20544998207242,78.41520258157045,,64.46192348945299,82.84383954154728,82.79454022988506,62.34832262669522,41.76300578034682,55.080789946140044,85.5595667870036,70.55616139585605,32.36469306211406,32.92639138240575,6.840215439856373,97.737881508079,97.737881508079,47.86661885980638,29.97490139835066,9.573323771961277,21.8705035971223,68.35626357711803,10.552763819095476,29.971284996410624,91.74147217235189,75.36751523843671,12.091855041263006,24.873280231716148,92.71356783919597
2602,Tomáš Souček,29,West Ham United,Premier League,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,MF,CM-DM,,70.02141327623126,63.97715101749375,3.746817024372499,61.88598063822158,39.0462531373252,25.026891358910003,39.83506633201864,34.38508425959125,44.926496952312654,44.245249193259234,17.06704912154894,60.9537468626748,40.58802438149874,70.20437432771602,32.464285714285715,60.38006453926138,68.80602366439584,36.53639297239154,53.46002151308713,41.41269272140552,77.01685191825027,56.32142857142857,71.60272499103621,25.887414844030122,59.627106489781276,10.577267837934743,6.131229831480818,10.326281821441377,23.16242380781642,25.493008246683402,14.035714285714285,55.76647564469914,48.54786661885981,90.42667622803873,49.31506849315068,65.99928494815875,39.50573065902579,90.12212643678161,36.188436830835116,86.8135838150289,34.68581687612208,76.49819494584837,13.776808433296983,56.95604794769342,70.95152603231598,19.353680430879713,77.0197486535009,36.983842010771994,16.2782359268555,32.556471853711,16.421656507708857,13.956834532374101,43.22954380883417,21.895190236898777,4.1277817659727205,39.964093357271096,66.79813553244891,45.24578399712953,38.34178131788559,56.568557071069634
2603,Tomáš Suslov,22,Verona,Serie A,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,FW-MF,AM,,55.49607423269094,69.29667975722957,53.54674427064388,15.81211903908211,54.786661885980635,64.96952312656866,62.56722839727501,62.38795267120831,40.12190749372535,66.43958408031553,75.94119756185013,66.76228038723558,86.51846539978487,91.50233058443887,71.60714285714286,56.14915740408749,70.77805665112945,78.1642165650771,52.74291860882037,60.91789171746146,16.31409107206884,35.892857142857146,21.943348870562925,52.16923628540696,41.19756185012549,74.72212262459664,27.859447830763717,48.76299749013984,59.69881678020796,40.62387952671208,83.64285714285714,64.61318051575931,53.60344209394048,10.792398709214773,79.99021526418787,48.01573114050769,42.65759312320917,21.51580459770115,35.72448251249108,35.187861271676304,22.585278276481148,20.28880866425993,40.239912758996724,86.52379222666183,90.87971274685816,88.61759425493716,99.06642728904848,98.63554757630162,80.42309071351738,43.20544998207242,56.50770885622087,52.913669064748206,15.206372194062274,65.93682699210336,54.63029432878679,46.678635547576306,36.93079956973826,63.00681736634374,65.06154960173787,15.470208183776023
2604,Tomáš Čvančara,23,Mönchengladbach,Bundesliga,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,FW,,,96.28836545324768,93.14530524812567,74.53619497999271,3.764790247400502,5.736823234134098,58.69487271423449,53.890283255647184,72.39153818572966,19.863750448189315,41.125851559698816,69.989243456436,95.91251344567947,6.722839727500897,88.38293295087844,16.178571428571427,1.1652922194334887,16.92362854069559,54.177124417353895,9.752599498027967,25.421297956256723,63.24847615632844,10.892857142857142,47.68734313373969,63.46360702760846,87.0204374327716,50.12549300824668,15.059160989602008,53.388311222660455,78.37934743635712,69.989243456436,69.17857142857143,26.396848137535816,7.171029042667623,79.02474005019721,26.90802348336595,29.46013585984984,32.664756446991404,51.36494252873563,15.952890792291221,98.84393063583815,10.017953321364452,36.02888086642599,10.432569974554708,10.679258990192517,36.2657091561939,6.840215439856373,26.068222621184916,1.0412926391382404,27.536751523843673,24.77590534241664,56.7228397275009,97.66187050359713,35.84359160028964,61.5218951902369,8.327351040918881,9.802513464991023,19.720329867335963,84.39181916038751,99.09485879797248,15.254845656855705
2605,Toni Borevkovic,27,Vitória Guimarães,Primeira Liga,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,DF,CB,right,13.383297644539615,12.888254194930383,3.310294652600946,20.114736464682682,81.24775905342416,5.987809250627465,49.22911437791323,18.68053065614916,37.934743635711726,4.159196844747221,7.708856220867695,18.07099318752241,15.095016134815346,30.978845464324127,21.857142857142858,62.17282179992829,4.804589458587307,2.6712083183936897,43.384725708139115,7.888131946934385,75.4392255288634,66.10714285714285,82.03657224811761,1.541771244173539,13.911796342775187,5.844388669774113,46.97024022947293,7.923987092147724,3.60344209394048,3.083542488347078,16.357142857142858,26.396848137535816,33.2018644675511,57.72678379347437,,8.795137647479443,53.796561604584525,16.55890804597701,54.425410421127765,80.67196531791907,88.72531418312388,90.54151624548736,86.55034532897128,10.679258990192517,18.276481149012564,14.649910233393179,88.1149012567325,91.70556552962297,21.584797418429545,14.84403011832198,3.2628182144137687,27.302158273381295,91.78131788559016,8.255563531945441,42.39052404881551,96.48114901256733,65.83004661168877,2.834589163975601,0.9775524981897176,97.4156496769562
2606,Toni Lato,26,Mallorca,La Liga,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,DF,FB,left,38.82940756602427,16.958229203855765,70.86213168424882,68.66260308354248,42.30907135173897,43.81498745069918,16.20652563642883,78.59447830763715,35.03047687343134,56.50770885622087,40.265328074578704,11.58121190390821,44.352814628899246,82.2158479741843,70.78571428571429,77.16027249910363,63.42775188239512,77.26783793474364,70.06095374686268,62.782359268555034,52.348512011473645,56.35714285714286,62.2803872355683,54.141269272140555,34.95876658300466,35.06633201864467,22.122624596629617,40.51631409107207,45.141627823592685,54.49982072427393,32.464285714285715,79.58452722063038,52.31265686626031,28.217999282897093,,72.86378262424026,80.5515759312321,91.27155172413794,34.33261955745896,13.800578034682081,48.04308797127469,15.523465703971121,76.22682660850599,53.28732292045042,17.989228007181328,30.700179533213646,25.24236983842011,55.978456014362656,60.16493366798136,41.98637504481893,41.44854786661886,31.151079136690647,74.07675597393192,47.84637473079684,20.603015075376884,64.34470377019748,62.782359268555034,39.75601004664514,38.052136133236786,71.53625269203158
2607,Toni Martínez,27,Alavés,La Liga,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FW,,,82.08422555317631,89.3966440556944,57.76646053110221,72.92936536392972,1.9720329867335962,21.87163858013625,31.767658659017567,20.68841878809609,1.0756543564001435,27.608461814270346,42.48834707780566,65.00537827178199,57.83434922911438,47.90247400501972,4.0,3.155252778773754,4.302617425600574,49.336679813553246,5.1272857655073505,3.872355683040516,10.182861240588025,1.1785714285714286,8.390103979921118,20.831839368949446,59.16098960200789,13.517389745428469,0.8605234851201148,12.19074937253496,48.87056292577985,34.671925421297956,24.678571428571427,96.34670487106017,1.0756543564001435,69.77411258515596,4.990215264187866,81.62316767965677,10.744985673352435,85.84770114942529,19.37901498929336,14.378612716763007,2.9802513464991023,73.6462093862816,43.98400581606688,10.679258990192517,13.034111310592458,70.84380610412926,68.54578096947935,10.305206463195692,9.286482610254572,1.254930082466834,13.194693438508425,45.93525179856115,36.603910209992755,74.98205312275664,10.552763819095476,1.9389587073608618,1.4342058085335245,98.42124147829206,98.95003620564809,11.306532663316583
2608,Toni Villa,29,Eibar,La Liga 2,2,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,FW-MF,AM-WM,,51.570306923625985,97.39378793288111,49.47253546744271,58.73072785944783,24.238078164216564,49.336679813553246,34.20580853352456,63.39189673718179,41.52025815704554,82.10828253854429,83.29150233058445,41.699533883112224,83.14808174973109,68.1964861957691,68.5,48.76299749013984,62.244532090354966,72.21226245966295,52.635353173180356,36.177841520258156,9.716744352814628,27.57142857142857,8.13911796342775,55.14521333811402,59.30441018286125,80.45894585873073,48.47615632843313,71.35173897454284,83.4349229114378,59.842237361061315,80.21428571428572,85.35100286532952,34.20580853352456,3.657224811760488,,47.87272077225599,3.330945558739255,8.010057471264368,45.68165596002855,48.19364161849711,27.612208258527826,4.765342960288808,34.714649218466015,72.13948419905557,96.91202872531419,59.281867145421906,69.55116696588868,50.987432675044886,57.72678379347437,29.68806023664396,76.22803872355684,69.82014388489208,27.335264301230993,87.50897343862168,89.80617372577171,38.74326750448833,23.341699533883112,72.15644061715106,62.816799420709636,23.833452979181622
2609,Tosin Adarabioyo,26,Chelsea,Premier League,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,DF,CB,,12.348322626695216,20.314173509460907,5.347399054201528,61.2405880243815,70.63463607027607,5.2707063463607025,53.244890641807096,12.405880243814988,20.975259949802798,13.589100035855145,7.708856220867695,36.75152384367157,13.445679455001795,10.290426676228039,16.32142857142857,33.990677662244536,5.378271782000717,7.959842237361062,22.086769451416277,1.9720329867335962,72.60666905700968,58.14285714285714,79.45500179275726,2.3305844388669774,15.059160989602008,11.115095016134816,45.858730727859445,4.553603442093941,9.967730369307997,2.438149874506992,0.9642857142857142,26.396848137535816,15.346002151308713,66.83399067766224,,44.86950303897033,82.09169054441261,57.61494252873563,60.74232690935047,75.03612716763006,86.78635547576302,98.37545126353791,96.72846237731734,26.18961133309117,7.684021543985637,30.807899461400357,57.450628366247756,82.9802513464991,8.390103979921118,13.983506633201864,5.987809250627465,57.44604316546763,84.39536567704562,5.6712132089016505,57.286432160804026,97.66606822262118,52.384367156686984,5.561535701471116,4.45329471397538,96.80545585068198
2610,Toti Gomes,25,Wolverhampton Wanderers,Premier League,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,DF,CB,left,17.808708065667382,22.52766868975366,50.454710803928705,57.76263893868771,56.83040516314091,16.95948368590893,89.88884904983865,48.76299749013984,46.755109358192904,11.330225887414844,26.10254571531015,37.46862674793833,6.722839727500897,10.290426676228039,69.03571428571429,82.93295087845107,36.177841520258156,30.94299031911079,74.61455718895662,59.7346719254213,89.42273216206526,78.21428571428571,89.06418070993188,23.807816421656508,35.56830405163141,60.81032628182144,69.59483685908928,21.692362854069557,24.811760487629975,21.190390821082826,28.000000000000004,26.396848137535816,65.25636428827536,79.99282897095733,,46.04933857704683,54.1189111747851,37.787356321839084,66.05995717344754,17.196531791907514,72.89048473967684,89.42238267148015,91.0214467466376,23.428986560116236,3.016157989228007,18.420107719928186,25.9245960502693,33.42908438061041,28.253854428110436,47.9741842954464,29.401219074937252,35.431654676258994,96.19840695148443,11.091170136396267,33.41708542713568,71.59784560143626,81.35532448906419,13.706494438464297,5.503258508327299,82.62742282842785
2611,Trent Alexander-Arnold,25,Liverpool,Premier League,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,DF,FB,right,84.61812990720914,65.44091395930025,14.732630047289923,51.95410541412693,83.39906776622445,82.86124058802437,43.671566869845826,87.0204374327716,69.41556113302258,94.80100394406598,50.986016493366805,51.52384367156687,18.2502689135891,38.83112226604518,46.07142857142857,49.157404087486555,24.38149874506992,38.615991394765146,58.62316242380782,19.07493725349588,34.92291143779132,58.392857142857146,46.32484761563284,70.20437432771602,37.181785586231626,34.63607027608462,50.30476873431338,45.06991753316601,49.22911437791323,50.806740767300106,1.4642857142857144,26.396848137535816,51.38042309071352,6.920043026174256,,58.38398283875581,58.16618911174785,30.603448275862068,4.710920770877944,27.528901734104043,38.06104129263914,31.44404332129964,54.52562704471101,74.93643298220124,51.66965888689408,78.52782764811491,96.87612208258528,96.22980251346499,94.87271423449265,80.2438149874507,54.069558981713875,65.97122302158273,54.92396813902969,34.99641062455133,26.848528356066044,80.46678635547576,33.34528504840444,48.546824542518834,29.90586531498914,80.07896625987078
2612,Trevoh Chalobah,25,Crystal Palace,Premier League,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,DF-MF,CB,,20.30692362598144,27.454480542663333,22.590032739177882,79.99282897095733,48.404446038006455,18.823951237002507,49.838651846539975,26.03083542488347,44.10182861240588,8.425959125134456,22.732162065256365,12.549300824668341,26.81964861957691,32.233775546790966,62.035714285714285,54.35640014342058,41.08999641448548,27.57260666905701,56.97382574399427,19.79204015776264,68.16063105055575,82.85714285714286,70.59878092506274,17.748296880602364,15.596988167802078,42.48834707780566,25.923269989243458,22.66045177482969,28.217999282897093,21.046970240229474,37.25,26.396848137535816,38.86697741125851,57.224811760487626,,79.9070432606364,30.336676217765042,85.52442528735632,47.39471805852962,48.98843930635838,79.38958707360861,64.65703971119133,89.67648127953471,38.50345078096622,36.84021543985637,47.61220825852783,52.17235188509874,51.1310592459605,27.106489781283617,29.11437791323055,25.45715310147006,90.28776978417267,77.8421433743664,26.310122038765254,18.987796123474514,66.71454219030521,59.48368590892793,19.842124147829207,27.8059377262853,74.58722182340273
2613,Tristan Gooijer,19,Zwolle,Eredivisie,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,DF,,,6.67380442541042,13.780792574080685,94.76173153874136,8.390103979921118,76.1921835783435,94.55001792757261,98.63750448189316,6.023664395840803,93.25923269989244,6.848332735747579,87.7733954822517,4.517748296880603,6.722839727500897,10.290426676228039,79.92857142857143,97.59770527070634,96.9881678020796,99.06776622445321,98.99605593402653,89.35102187163858,71.7820007171029,67.64285714285714,93.9763356041592,95.15955539619935,87.62997490139836,95.4822517031194,95.51810684833274,96.77303693079958,76.1921835783435,93.51021871638581,54.57142857142857,26.396848137535816,93.65363929723915,78.91717461455718,,33.786199499463706,47.88681948424069,17.45689655172414,87.61598857958602,11.452312138728324,86.6427289048474,95.59566787003611,76.33587786259542,10.679258990192517,29.084380610412925,6.840215439856373,3.429084380610413,18.456014362657093,25.923269989243458,92.14772319827895,94.04804589458587,2.7338129496402876,98.95003620564809,76.81263460157932,77.6740847092606,22.72890484739677,95.33883112226604,54.43128812343021,69.47863866763215,60.76812634601579
2614,Troy Parrott,22,AZ Alkmaar,Eredivisie,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FW,,,72.09136331192005,70.54623348803999,53.18297562750091,17.820007171029044,11.58121190390821,71.06489781283615,27.500896378630337,49.73108641089997,10.254571531014701,35.89100035855145,84.4747221226246,89.99641448547867,86.2674793832915,33.38114019361779,17.464285714285715,16.92362854069559,14.377913230548584,56.615274291860885,9.5016134815346,37.002509860164935,41.23341699533883,7.964285714285714,30.36930799569738,66.79813553244891,85.26353531731804,63.284331301541776,23.01900322696307,63.822158479741844,86.30333452850483,72.46324847615632,71.57142857142857,68.73209169054442,30.118321979204016,66.69057009680888,79.99021526418787,47.51519485162674,28.29512893982808,67.3132183908046,29.229122055674516,42.846820809248555,17.019748653500898,26.895306859205775,34.969102144674665,10.679258990192517,21.32854578096948,60.610412926391376,31.23877917414722,12.782764811490125,27.465041233416997,21.154535675869486,72.42739333094299,53.201438848920866,17.994207096307026,79.79181622397704,32.55563531945441,5.457809694793537,15.095016134815346,93.07499102978113,78.96451846488051,10.552763819095476
2615,Trézéguet,29,Al Rayyan,Süper Lig,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,FW-MF,AM-CM,left,86.04568165596002,84.89825062477686,76.20953073845035,21.011115095016134,31.660093223377554,67.98135532448907,10.720688418788097,86.4467551093582,56.22086769451416,97.70527070634635,89.67371817855863,94.29903191107924,93.86877016851918,10.290426676228039,15.928571428571429,84.0086052348512,87.486554320545,85.2276801721047,74.22015059160991,85.87307278594479,43.42058085335246,33.464285714285715,60.05736823234135,85.87307278594479,91.25134456794551,88.77733954822517,78.12836141986375,87.7733954822517,90.46253137325206,91.10792398709215,40.32142857142857,92.83667621776505,76.37145930441018,83.75761921835783,47.064579256360076,46.12084376117269,67.47851002865329,64.69109195402298,92.790863668808,19.21965317919075,11.885098743267504,30.613718411552348,46.601235914213014,92.69887395568472,69.19210053859965,41.651705565529625,30.412926391382406,37.98922800718133,50.37647902474005,61.92183578343492,90.60595195410541,2.2661870503597124,6.987690079652426,88.1191672648959,88.76525484565686,22.190305206463197,79.92111868053065,79.8708288482239,47.50181028240406,18.7724335965542
2616,Tuta,25,Eintracht Frankfurt,Bundesliga,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,DF,CB,right,22.412562455389008,41.05676544091396,34.04874499818116,78.30763714593044,85.55037647902473,35.13804230907135,73.32377196127644,33.524560774471134,73.21620652563642,20.68841878809609,29.61634994621728,64.71853711007529,27.034779490856938,53.67515238436715,87.64285714285714,82.53854428110434,77.23198278953029,72.7142344926497,86.30333452850483,79.27572606669057,89.63786303334528,93.64285714285714,91.46647543922552,21.620652563642885,40.69558981713876,44.06597346719254,80.49480100394406,32.48476156328433,29.29365363929724,24.09465758336321,43.75,26.396848137535816,86.87701685191826,81.71387594119757,,58.59849839113336,36.64040114613181,45.00718390804598,73.80442541042113,32.00867052023121,78.16876122082586,63.682310469314075,68.52053798618684,39.01198692335634,13.357271095152603,42.47755834829444,27.253141831238782,70.98743267504489,28.75582646109717,65.43564001434206,27.57260666905701,70.03597122302159,86.02461984069515,12.132089016511127,30.61737257717157,82.40574506283662,87.62997490139836,13.240043057050594,32.94713975380159,81.19167264895908
2617,Tygo Land,18,PSV Eindhoven,Eredivisie,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,MF,,,97.71591720199856,31.417350946090682,99.78173881411422,55.611330225887414,0.6453926138400861,1.1473646468268197,56.0774471136608,6.023664395840803,99.60559340265328,84.58228755826461,7.708856220867695,4.517748296880603,6.722839727500897,10.290426676228039,69.78571428571428,1.1652922194334887,1.003944065973467,2.6712083183936897,0.95016134815346,0.7529580494801004,3.60344209394048,46.14285714285714,0.7888131946934385,99.7131588382933,98.7809250627465,99.92828970957332,99.7131588382933,99.85657941914666,99.7669415561133,99.08569379705988,41.14285714285714,26.396848137535816,99.78486912871996,0.7888131946934385,,11.977118341079729,96.81232091690545,19.10919540229885,99.7501784439686,,97.30700179533214,,99.43656852053799,100.0,13.626570915619391,6.840215439856373,3.429084380610413,0.3231597845601436,0.9322337755467911,99.74901398350663,99.2470419505199,99.69424460431655,0.47067342505430854,67.98277099784637,76.48959081119885,31.1310592459605,0.2689135891000359,63.7961966271977,,75.87939698492463
2618,Tyler Adams,25,Bournemouth,Premier League,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,MF,DM,,43.112062812276946,19.20742591931453,53.61949799927246,28.576550735030477,38.29329508784511,28.684116170670492,32.34134098243098,30.4768734313374,62.67479383291502,55.28863391896736,23.054858372176408,14.557188956615274,40.80315525277877,75.94119756185013,74.96428571428572,62.71064897812836,75.5467909645034,61.7067049121549,70.31193976335605,71.71029042667622,48.117604876299744,78.71428571428571,40.301183219792044,30.727859447830763,12.011473646468268,31.480817497310866,35.13804230907135,25.815704553603442,28.75582646109717,27.787737540337037,52.07142857142857,26.396848137535816,61.77841520258157,41.55611330225887,,5.291383625312835,73.35243553008596,8.441091954022989,28.44396859386153,66.58236994219652,70.95152603231598,87.47292418772562,51.399491094147585,35.85179803850345,62.333931777378815,41.72351885098743,16.912028725314183,20.646319569120287,14.84403011832198,56.435998565794186,31.62423807816422,59.24460431654677,69.80448950036205,25.915290739411347,23.187365398420674,46.319569120287255,55.862316242380786,31.539289558665228,49.746560463432296,66.0086145010768
2619,Tyler Dibling,18,Southampton,Premier League,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,MF,,,86.0813704496788,33.73795073188147,95.48926882502728,55.611330225887414,84.0086052348512,96.48619576909286,0.9322337755467911,6.023664395840803,97.05987809250628,91.46647543922552,99.7131588382933,97.66941556113302,99.17533166009322,10.290426676228039,99.17857142857143,94.22732162065256,97.7411258515597,95.6615274291861,97.05987809250628,93.86877016851918,91.86088203657225,92.75,71.53101470060955,97.59770527070634,96.09178917174614,99.2470419505199,99.13947651487989,99.13947651487989,99.21118680530657,97.56185012549301,99.57142857142857,99.96418338108882,96.48619576909286,44.0301183219792,,8.54486950303897,97.81518624641834,72.84482758620689,25.160599571734476,30.27456647398844,65.278276481149,1.9855595667870036,7.161032351872046,72.46640029059208,92.17235188509875,99.42549371633753,27.109515260323157,28.761220825852785,98.42237361061312,96.48619576909286,99.17533166009322,94.74820143884892,87.45474293989862,96.62598707824839,99.31801866475233,30.484739676840217,92.18357834349229,70.0394689630427,59.81173062997828,23.40272792534099
2620,Tyler Morton,21,Liverpool,PL2,6,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,MF,DM,,18.165596002855104,13.388075687254553,65.73299381593307,25.779849408390103,94.37074220150592,85.33524560774471,68.16063105055575,68.7701685191825,88.38293295087844,40.91072068841879,61.41986375044819,28.75582646109717,26.640372893510218,85.8013624955181,88.17857142857143,77.37540337038365,88.56220867694515,60.093223377554686,85.65794191466476,84.79741842954463,83.39906776622445,82.96428571428571,70.4553603442094,80.35138042309072,51.7389745428469,64.897812836142,71.0290426676228,50.053782717820006,61.384008605234854,48.90641807099318,45.75,71.95558739255014,87.05629257798493,46.97024022947293,,87.59385055416517,69.34097421203438,87.10488505747126,46.14561027837259,54.37138728323699,71.38240574506284,48.014440433213,50.59978189749182,88.12204867417363,35.87073608617594,84.05745062836625,90.01795332136446,83.6265709156194,96.23520975259949,90.78522768017211,59.91394765148799,60.39568345323742,54.598117306299784,18.341708542713565,6.424982053122756,47.86355475763016,78.41520258157045,32.47219232149264,45.54670528602462,70.38765254845657
